data,Casos_DataSintoma_MM_atual_PA
2022-05-21,50.0719568752244
2022-05-22,52.902753752639775
2022-05-23,54.385993067112715
2022-05-24,56.366692519439376
2022-05-25,56.77268644426166
2022-05-26,55.46461297471731
2022-05-27,52.570541854654806
2022-05-28,52.023931791028055
2022-05-29,51.56185438063478
2022-05-30,55.36005178987972
2022-05-31,57.17852145163413
2022-06-01,57.733804623428156
2022-06-02,57.52590554092509
2022-06-03,57.2346064029029
2022-06-04,54.812100405130785
2022-06-05,57.49627097211448
2022-06-06,57.48385768720678
2022-06-07,55.4095505783058
2022-06-08,52.280724696409656
2022-06-09,47.78906641769983
2022-06-10,46.308251537499785
2022-06-11,47.415805247930415
2022-06-12,49.64540370110791
2022-06-13,51.51212516800931
2022-06-14,55.17329371402329
2022-06-15,59.039853655705635
2022-06-16,60.04187895086692
2022-06-17,61.53693150954067
2022-06-18,62.55412287379299
2022-06-19,62.7421217795626
2022-06-20,64.55333846838158
2022-06-21,68.09755201572003
2022-06-22,73.34182226334066
2022-06-23,74.41222320111432
2022-06-24,73.8139314900369
2022-06-25,80.84454085564985
2022-06-26,89.41658225869001
2022-06-27,107.32276714136432
2022-06-28,128.69632802455615
2022-06-29,146.88315823131205
2022-06-30,168.6959830506029
2022-07-01,198.2067610965287
2022-07-02,235.29797220138119
2022-07-03,279.22067276189097
2022-07-04,340.8766121333754
2022-07-05,408.54032178034817
2022-07-06,473.95623174438396
2022-07-07,546.1547418634345
2022-07-08,673.5456487083951
2022-07-09,797.3555536568066
2022-07-10,936.0838685381349
2022-07-11,1180.4879334525294
2022-07-12,1439.533814649323
2022-07-13,1652.8756724881098
2022-07-14,1831.3241161029937
2022-07-15,1908.9516687205703
2022-07-16,2015.9414134174629
2022-07-17,2242.8882557997326
2022-07-18,2429.6775329964835
2022-07-19,2410.7869420912175
2022-07-20,2286.62239678097
2022-07-21,2111.6704440812646
2022-07-22,1972.03487501166
2022-07-23,1848.217189341786
2022-07-24,1674.8736721031792
2022-07-25,1548.6759422013927
2022-07-26,1391.2711394250175
2022-07-27,1255.4604904392788
2022-07-28,1126.9029148342047
2022-07-29,975.4596210687702
2022-07-30,847.5829138439602
2022-07-31,723.3313175905702
2022-08-01,626.3717609996597
2022-08-02,535.3097706462164
2022-08-03,447.01424176354766
2022-08-04,379.0553295780337
2022-08-05,322.6767064905738
2022-08-06,276.5029769451204
2022-08-07,236.7863458044365
2022-08-08,209.77058691538375
2022-08-09,184.62692773816318
2022-08-10,161.9570123491782
2022-08-11,144.64751399942932
2022-08-12,126.20425773709921
2022-08-13,108.6254261948633
2022-08-14,95.61208932987886
2022-08-15,76.10343984565718
2022-08-16,66.22417225083514
2022-08-17,57.847769038879065
2022-08-18,50.08901646581693
2022-08-19,41.68002696181218
2022-08-20,37.097179703753014
2022-08-21,30.465854901453913
2022-08-22,22.490141741442468
2022-08-23,18.944280762797536
2022-08-24,17.355785105498274
2022-08-25,19.12319644464456
2022-08-26,17.25007083955969
2022-08-27,17.544744649136636
2022-08-28,18.087572938200484
2022-08-29,16.38237098364454
2022-08-30,17.058309667959218
2022-08-31,16.155988018723836
2022-09-01,10.73586789472015
2022-09-02,10.862200348137923
2022-09-03,10.087868100350363
2022-09-04,10.831923914462113
2022-09-05,8.958311993294444
2022-09-06,9.720743955101403
2022-09-07,9.403119153960612
2022-09-08,8.68460180834221
2022-09-09,9.46149398450349
2022-09-10,10.574911343920084
2022-09-11,11.568972649620253
2022-09-12,8.065055009544485
2022-09-13,7.605499980122094
2022-09-14,6.086514727587828
2022-09-15,6.699721565105411
2022-09-16,6.347190641851994
2022-09-17,10.196576905362901
2022-09-18,12.791967239010926
2022-09-19,9.76554824127128
2022-09-20,10.252436426770348
2022-09-21,10.849472265066465
2022-09-22,12.816042559881243
2022-09-23,13.15610756231591
2022-09-24,13.683875516193654
2022-09-25,15.042993281640333
2022-09-26,11.15281519749449
2022-09-27,14.879224707826523
2022-09-28,13.808068857142818
2022-09-29,14.909990326487844
2022-09-30,15.606780770110241
2022-10-01,16.2862585836007
2022-10-02,19.56666548753819
2022-10-03,16.66449511189584
2022-10-04,18.199511175276893
